,address,categories,primary categories,city,country,latitude,longitude,menus max amount,menus min amount,menus name,postal code,postalCode,province
2958,1456 Newpark Blvd,"Restaurant,Pizza Place",Accommodation & Food Services,Park City,US,40.721687,-111.53848500000001,3.0,3.0,Pizza By the Slice,Maxwells,84098,UT
2959,218 Ashford Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Dobbs Ferry,US,41.014003,-73.85878199999999,11.99,11.99,Spinach Garlic and Oil Pizza,Dobbs Ferry Pizza,10522,NY
2960,218 Ashford Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Dobbs Ferry,US,41.014003,-73.85878199999999,4.0,4.0,Pizza Wedge,Dobbs Ferry Pizza,10522,NY
2961,218 Ashford Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Dobbs Ferry,US,41.014003,-73.85878199999999,11.99,11.99,Eggplant Parm Pizza,Dobbs Ferry Pizza,10522,NY
2962,218 Ashford Ave,"Restaurant,Pizza Place",Accommodation & Food Services,Dobbs Ferry,US,41.014003,-73.85878199999999,11.99,11.99,Penne Vodka Pizza,Dobbs Ferry Pizza,10522,NY
2963,9820 Rea Rd,"Pizza Place and Salad Place,Salad Place,Pizza Place",Accommodation & Food Services,Charlotte,US,35.034582,-80.805938,4.95,4.95,Cheese Pizza,Brixx Wood Fired Pizza,28277,NC
2964,9820 Rea Rd,"Pizza Place and Salad Place,Salad Place,Pizza Place",Accommodation & Food Services,Charlotte,US,35.034582,-80.805938,10.95,10.95,Brunch Supremo Pizza,Brixx Wood Fired Pizza,28277,NC
2965,9820 Rea Rd,"Pizza Place and Salad Place,Salad Place,Pizza Place",Accommodation & Food Services,Charlotte,US,35.034582,-80.805938,10.95,10.95,Garden Eggs Pizza,Brixx Wood Fired Pizza,28277,NC
2966,9820 Rea Rd,"Pizza Place and Salad Place,Salad Place,Pizza Place",Accommodation & Food Services,Charlotte,US,35.034582,-80.805938,5.95,5.95,S'mores Pizza Dessert,Brixx Wood Fired Pizza,28277,NC
2967,2911 W Touhy Ave,"Pizza,Restaurant,Pizza Restaurants,Caterers,Pizza Place,Restaurants",Accommodation & Food Services,Chicago,US,42.012014,-87.702555,2.65,2.65,Pizza Puff,Eastern Style Pizza,60645,IL
2968,10809 Mukilteo Speedway Ste B,Pizza Place,Accommodation & Food Services,Mukilteo,US,47.899993,-122.291503,21.25,12.0,New! Pizza Margherita,Lombardos Pizzeria,98275,WA
2969,10809 Mukilteo Speedway Ste B,Pizza Place,Accommodation & Food Services,Mukilteo,US,47.899993,-122.291503,9.0,9.0,Cheese Pizza,Lombardos Pizzeria,98275,WA
2970,10809 Mukilteo Speedway Ste B,Pizza Place,Accommodation & Food Services,Mukilteo,US,47.899993,-122.291503,16.5,16.5,Cheese Pizza,Lombardos Pizzeria,98275,WA
2971,745 Hwy 138 South West,Pizza Place,Accommodation & Food Services,Riverdale,US,34.086734,-84.484213,20.99,20.99,Add to Large Pizzas,Papa Johns Pizza,30274,GA
2972,959 NE 62nd St,Pizza Place,Management of Companies & Enterprises,Fort Lauderdale,US,26.20393,-80.133229,14.95,14.95,"Large 16"" Cheese Pizza",Grande Pizza Company,33334,FL
2973,1016 S Main St,"Restaurant,Pizza Place",Accommodation & Food Services,Weatherford,US,32.747276,-97.79780600000001,32.95,32.95,Spinach Lover39s Stuffed Pizza,Nizza Pizza,76086,TX
2974,1016 S Main St,"Restaurant,Pizza Place",Accommodation & Food Services,Weatherford,US,32.747276,-97.79780600000001,32.95,32.95,Chicken Parmigiana Stuffed Pizza,Nizza Pizza,76086,TX
2975,1016 S Main St,"Restaurant,Pizza Place",Accommodation & Food Services,Weatherford,US,32.747276,-97.79780600000001,5.25,5.25,Stuffed Pizza Slice & Drink,Nizza Pizza,76086,TX
2976,1016 S Main St,"Restaurant,Pizza Place",Accommodation & Food Services,Weatherford,US,32.747276,-97.79780600000001,3.5,3.5,Veggie Lover's Pizza,Nizza Pizza,76086,TX
2977,1016 S Main St,"Restaurant,Pizza Place",Accommodation & Food Services,Weatherford,US,32.747276,-97.79780600000001,32.95,32.95,Chicken Parmigiana Stuffed Pizza,Nizza Pizza,76086,TX
2978,1016 S Main St,"Restaurant,Pizza Place",Accommodation & Food Services,Weatherford,US,32.747276,-97.79780600000001,8.95,8.95,Gluten Free Pizza,Nizza Pizza,76086,TX
2979,1016 S Main St,"Restaurant,Pizza Place",Accommodation & Food Services,Weatherford,US,32.747276,-97.79780600000001,4.5,4.5,Stuffed Pizza Slice,Nizza Pizza,76086,TX
2980,1016 S Main St,"Restaurant,Pizza Place",Accommodation & Food Services,Weatherford,US,32.747276,-97.79780600000001,13.95,13.95,Pesto Pizza,Nizza Pizza,76086,TX
2981,1016 S Main St,"Restaurant,Pizza Place",Accommodation & Food Services,Weatherford,US,32.747276,-97.79780600000001,21.95,21.95,Supreme Pizza,Nizza Pizza,76086,TX
2982,1016 S Main St,"Restaurant,Pizza Place",Accommodation & Food Services,Weatherford,US,32.747276,-97.79780600000001,3.95,3.95,Stuffed Pizza Slice,Nizza Pizza,76086,TX
2983,1016 S Main St,"Restaurant,Pizza Place",Accommodation & Food Services,Weatherford,US,32.747276,-97.79780600000001,9.95,9.95,Cheese Pizza,Nizza Pizza,76086,TX
2984,1016 S Main St,"Restaurant,Pizza Place",Accommodation & Food Services,Weatherford,US,32.747276,-97.79780600000001,28.95,28.95,Chicken Parmigiana Stuffed Pizza,Nizza Pizza,76086,TX
2985,1016 S Main St,"Restaurant,Pizza Place",Accommodation & Food Services,Weatherford,US,32.747276,-97.79780600000001,16.95,16.95,Veggie Lover's Pizza,Nizza Pizza,76086,TX
2986,1016 S Main St,"Restaurant,Pizza Place",Accommodation & Food Services,Weatherford,US,32.747276,-97.79780600000001,10.95,10.95,Cheese Pizza,Nizza Pizza,76086,TX
2987,1016 S Main St,"Restaurant,Pizza Place",Accommodation & Food Services,Weatherford,US,32.747276,-97.79780600000001,32.95,32.95,Pepperoni Lover's Stuffed Pizza,Nizza Pizza,76086,TX
2988,101 Cowpath Rd,Pizza Place,Accommodation & Food Services,Lansdale,US,40.259549,-75.265642,15.99,15.99,Sicilian Pizza,Giuseppes Pizza Family Restaurant Bar,19446,PA
2989,101 Cowpath Rd,Pizza Place,Accommodation & Food Services,Lansdale,US,40.259549,-75.265642,12.49,12.49,Pan Pizza,Giuseppes Pizza Family Restaurant Bar,19446,PA
2990,101 Cowpath Rd,Pizza Place,Accommodation & Food Services,Lansdale,US,40.259549,-75.265642,6.89,6.89,Pizza Steak Sandwich,Giuseppes Pizza Family Restaurant Bar,19446,PA
2991,101 Cowpath Rd,Pizza Place,Accommodation & Food Services,Lansdale,US,40.259549,-75.265642,7.29,4.29,Pizza Skins,Giuseppes Pizza Family Restaurant Bar,19446,PA
2992,101 Cowpath Rd,Pizza Place,Accommodation & Food Services,Lansdale,US,40.259549,-75.265642,7.09,7.09,Chicken Pizza Steak,Giuseppes Pizza Family Restaurant Bar,19446,PA
2993,101 Cowpath Rd,Pizza Place,Accommodation & Food Services,Lansdale,US,40.259549,-75.265642,3.99,3.99,Pizza Bread,Giuseppes Pizza Family Restaurant Bar,19446,PA
2994,2357 Tamiami Trl S,"Restaurant,Pizza Place",Accommodation & Food Services,Venice,US,27.050887,-82.406889,15.0,15.0,The Right Stuffed Pizza,Amores,34293,FL
2995,2357 Tamiami Trl S,"Restaurant,Pizza Place",Accommodation & Food Services,Venice,US,27.050887,-82.406889,12.0,12.0,Sicilian Pizza,Amores,34293,FL
2996,9008 N 99th Ave,Pizza Place,Accommodation & Food Services,Peoria,US,33.566125,-112.27665400000001,2.25,2.25,Pizza By the Slice,Chrissy Ninos Pizza,85345,AZ
2997,9008 N 99th Ave,Pizza Place,Accommodation & Food Services,Peoria,US,33.566125,-112.27665400000001,16.25,16.25,Deluxe Pizza,Chrissy Ninos Pizza,85345,AZ
2998,9008 N 99th Ave,Pizza Place,Accommodation & Food Services,Peoria,US,33.566125,-112.27665400000001,17.99,17.99,Delux Pizza,Chrissy Ninos Pizza,85345,AZ
2999,9008 N 99th Ave,Pizza Place,Accommodation & Food Services,Peoria,US,33.566125,-112.27665400000001,14.99,14.99,Pastrami Pizza,Chrissy Ninos Pizza,85345,AZ
3000,9008 N 99th Ave,Pizza Place,Accommodation & Food Services,Peoria,US,33.566125,-112.27665400000001,6.35,6.35,2 Slices Cheese Pizza & Soda,Chrissy Ninos Pizza,85345,AZ
3001,2358 80th St,"Restaurant,Pizza Place,Pizza Place Gravesend",Accommodation & Food Services,Brooklyn,US,40.603396000000004,-73.985749,22.0,22.0,BBQ Chicken Pizza,Peter Pizza,11214,NY
3002,2358 80th St,"Restaurant,Pizza Place,Pizza Place Gravesend",Accommodation & Food Services,Brooklyn,US,40.603396000000004,-73.985749,16.0,16.0,Nonna Pizza,Peter Pizza,11214,NY
3003,2358 80th St,"Restaurant,Pizza Place,Pizza Place Gravesend",Accommodation & Food Services,Brooklyn,US,40.603396000000004,-73.985749,22.0,22.0,Chicken Bruschetta Pizza,Peter Pizza,11214,NY
3004,2358 80th St,"Restaurant,Pizza Place,Pizza Place Gravesend",Accommodation & Food Services,Brooklyn,US,40.603396000000004,-73.985749,20.0,20.0,Upside Down Square With Fresh Mozzarella Pizza,Peter Pizza,11214,NY
3005,2358 80th St,"Restaurant,Pizza Place,Pizza Place Gravesend",Accommodation & Food Services,Brooklyn,US,40.603396000000004,-73.985749,22.0,22.0,Buffalo Wings Pizza,Peter Pizza,11214,NY
3006,2358 80th St,"Restaurant,Pizza Place,Pizza Place Gravesend",Accommodation & Food Services,Brooklyn,US,40.603396000000004,-73.985749,14.0,14.0,White Pizza,Peter Pizza,11214,NY
3007,2358 80th St,"Restaurant,Pizza Place,Pizza Place Gravesend",Accommodation & Food Services,Brooklyn,US,40.603396000000004,-73.985749,20.0,20.0,Arugula Salad Pizza,Peter Pizza,11214,NY
3008,4961 Sheridan St,Pizza Place,Accommodation & Food Services,Hollywood,US,26.034551999999998,-80.194684,2.69,2.69,Pizza By The Slice,Cozzolis Pizzeria,33021,FL
3009,4961 Sheridan St,Pizza Place,Accommodation & Food Services,Hollywood,US,26.034551999999998,-80.194684,5.89,5.89,Stuffed Veggie Pizza,Cozzolis Pizzeria,33021,FL
3010,4961 Sheridan St,Pizza Place,Accommodation & Food Services,Hollywood,US,26.034551999999998,-80.194684,20.95,7.95,Hawaiian Pizza,Cozzolis Pizzeria,33021,FL
3011,2803 James Redman Pkway,Pizza Place,Accommodation & Food Services,Plant City,US,27.985165000000002,-82.122334,18.95,18.95,The Espo Supreme Pizza,Esposito Pizza,33566,FL
3012,2803 James Redman Pkway,Pizza Place,Accommodation & Food Services,Plant City,US,27.985165000000002,-82.122334,18.95,18.95,Hawaiian Pizza,Esposito Pizza,33566,FL
3013,2803 James Redman Pkway,Pizza Place,Accommodation & Food Services,Plant City,US,27.985165000000002,-82.122334,2.75,2.75,Cheese Pizza Slice,Esposito Pizza,33566,FL
3014,2803 James Redman Pkway,Pizza Place,Accommodation & Food Services,Plant City,US,27.985165000000002,-82.122334,24.5,24.5,The Stuffed Pizza (18 Inches & Over 5Lbs),Esposito Pizza,33566,FL
3015,2803 James Redman Pkway,Pizza Place,Accommodation & Food Services,Plant City,US,27.985165000000002,-82.122334,18.95,18.95,"Garlic, Tomato, and Bacon Pizza",Esposito Pizza,33566,FL
3016,1800 Euclid Ave,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Cleveland,US,41.50112,-81.67869300000001,13.99,13.99,Deluxe Pizza,Pizza Pan,44115,OH
3017,1800 Euclid Ave,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Cleveland,US,41.50112,-81.67869300000001,13.99,13.99,Grilled Bbq Chicken Pizza,Pizza Pan,44115,OH
3018,1800 Euclid Ave,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Cleveland,US,41.50112,-81.67869300000001,13.99,13.99,Philly Steak Pizza,Pizza Pan,44115,OH
3019,1800 Euclid Ave,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Cleveland,US,41.50112,-81.67869300000001,13.99,13.99,Hawaiian Pizza,Pizza Pan,44115,OH
3020,1800 Euclid Ave,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Cleveland,US,41.50112,-81.67869300000001,8.99,8.99,Cheese Pizza,Pizza Pan,44115,OH
3021,1800 Euclid Ave,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Cleveland,US,41.50112,-81.67869300000001,16.99,16.99,Large 1Topping Pizza and 1 lb Wings Special,Pizza Pan,44115,OH
3022,1800 Euclid Ave,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Cleveland,US,41.50112,-81.67869300000001,3.5,3.5,7ampquot Mini 1Topping Pizza Special,Pizza Pan,44115,OH
3023,1800 Euclid Ave,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Cleveland,US,41.50112,-81.67869300000001,13.99,13.99,Bacon Cheesy Mac Pizza,Pizza Pan,44115,OH
3024,1800 Euclid Ave,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Cleveland,US,41.50112,-81.67869300000001,13.99,13.99,Pepperoni Supreme Pizza,Pizza Pan,44115,OH
3025,1800 Euclid Ave,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Cleveland,US,41.50112,-81.67869300000001,13.99,13.99,Stuffed Crust Pizza,Pizza Pan,44115,OH
3026,1800 Euclid Ave,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Cleveland,US,41.50112,-81.67869300000001,13.99,13.99,Meat Supreme Pizza,Pizza Pan,44115,OH
3027,1800 Euclid Ave,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Cleveland,US,41.50112,-81.67869300000001,3.5,3.5,7ampquot Mini 1Topping Pizza Special,Pizza Pan,44115,OH
3028,1101-C Ocean Blvd.,Pizza Place,Accommodation & Food Services,Isle of Palms,US,32.785647999999995,-79.78862099999999,13.0,13.0,Bbq Chicken Pizza,Luke n Ollies Pizzeria,29451,SC
3029,75 Prospect Ave,"Bar,Pizza Place",Accommodation & Food Services,Eureka Springs,US,36.408342,-93.737399,22.0,22.0,Napoli Pizza,Sky Bar Gourmet Pizzeria,72632,AR
3030,1853 Richmond Ave,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Houston,US,29.734111,-95.406775,19.99,19.99,"1 Large Pizza With 2 Toppings, 10 Wings",Texas Pizza,77098,TX
3031,1853 Richmond Ave,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Houston,US,29.734111,-95.406775,12.99,12.99,Greek Pizza,Texas Pizza,77098,TX
3032,1853 Richmond Ave,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Houston,US,29.734111,-95.406775,15.98,15.98,2 Medium Pizzas with 2 Toppings,Texas Pizza,77098,TX
3033,1853 Richmond Ave,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Houston,US,29.734111,-95.406775,12.99,12.99,Greek Sauce Pizza,Texas Pizza,77098,TX
3034,1853 Richmond Ave,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Houston,US,29.734111,-95.406775,12.99,12.99,Three Different Cheese Pizza,Texas Pizza,77098,TX
3035,1853 Richmond Ave,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Houston,US,29.734111,-95.406775,7.99,7.99,1 Large Pizza With 1 Topping,Texas Pizza,77098,TX
3036,1853 Richmond Ave,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Houston,US,29.734111,-95.406775,12.99,12.99,B.B.Q. Chicken Pizza,Texas Pizza,77098,TX
3037,1853 Richmond Ave,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Houston,US,29.734111,-95.406775,12.99,12.99,Pesto De Largo Pizza,Texas Pizza,77098,TX
3038,1853 Richmond Ave,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Houston,US,29.734111,-95.406775,15.98,15.98,2 Medium Pizzas With 2 Toppings,Texas Pizza,77098,TX
3039,1853 Richmond Ave,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Houston,US,29.734111,-95.406775,12.99,12.99,Mexican Pizza,Texas Pizza,77098,TX
3040,1853 Richmond Ave,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Houston,US,29.734111,-95.406775,8.99,8.99,Half & Half Cheese Pizza,Texas Pizza,77098,TX
3041,1853 Richmond Ave,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Houston,US,29.734111,-95.406775,12.99,12.99,Heart Healthy Pizza,Texas Pizza,77098,TX
3042,1853 Richmond Ave,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Houston,US,29.734111,-95.406775,8.99,8.99,Cheese Pizza,Texas Pizza,77098,TX
3043,1853 Richmond Ave,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Houston,US,29.734111,-95.406775,12.99,12.99,Meat Supreme Pizza,Texas Pizza,77098,TX
3044,1853 Richmond Ave,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Houston,US,29.734111,-95.406775,15.99,15.99,1 Medium Pizza with 2 Toppings and 10 Wings,Texas Pizza,77098,TX
3045,1853 Richmond Ave,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Houston,US,29.734111,-95.406775,12.99,12.99,Three Different Cheese Pizza,Texas Pizza,77098,TX
3046,1853 Richmond Ave,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Houston,US,29.734111,-95.406775,12.99,12.99,Ocean Delight Pizza,Texas Pizza,77098,TX
3047,1853 Richmond Ave,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Houston,US,29.734111,-95.406775,12.99,12.99,California Garlic Chicken Pizza,Texas Pizza,77098,TX
3048,1853 Richmond Ave,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Houston,US,29.734111,-95.406775,12.99,12.99,Garlic Chicken Pizza,Texas Pizza,77098,TX
3049,1853 Richmond Ave,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Houston,US,29.734111,-95.406775,12.99,12.99,B.B.Q. Pizza,Texas Pizza,77098,TX
3050,1853 Richmond Ave,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Houston,US,29.734111,-95.406775,12.99,12.99,Garlic Chicken Pizza,Texas Pizza,77098,TX
3051,1853 Richmond Ave,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Houston,US,29.734111,-95.406775,12.99,12.99,B.b.q. Chicken Pizza,Texas Pizza,77098,TX
3052,1853 Richmond Ave,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Houston,US,29.734111,-95.406775,12.99,12.99,Spinach Alfredo Pizza,Texas Pizza,77098,TX
3053,1853 Richmond Ave,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Houston,US,29.734111,-95.406775,12.99,12.99,Chicken Fajita Pizza,Texas Pizza,77098,TX
3054,1853 Richmond Ave,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Houston,US,29.734111,-95.406775,12.99,12.99,Garlic Lover's Pizza,Texas Pizza,77098,TX
3055,1853 Richmond Ave,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Houston,US,29.734111,-95.406775,19.99,19.99,"1 Large Pizza with 2 Toppings, 10 Wings",Texas Pizza,77098,TX
3056,1853 Richmond Ave,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Houston,US,29.734111,-95.406775,15.99,15.99,1 Medium Pizza With 2 Toppings and 10 Wings,Texas Pizza,77098,TX
3057,424 Atlantic Ave,Pizza Place,Accommodation & Food Services,Virginia Beach,US,36.833662,-75.971056,13.99,13.99,Bbq Chicken Pizza,Roma New York Style Pizza,23451,VA
3058,424 Atlantic Ave,Pizza Place,Accommodation & Food Services,Virginia Beach,US,36.833662,-75.971056,13.99,13.99,Bbq Chicken Pizza,Roma New York Style Pizza,23451,VA
3059,424 Atlantic Ave,Pizza Place,Accommodation & Food Services,Virginia Beach,US,36.833662,-75.971056,14.99,14.99,Buffalo Chicken Pizza,Roma New York Style Pizza,23451,VA
3060,108 E Union,Pizza Place,Accommodation & Food Services,Waupaca,US,44.357003999999996,-89.084218,10.99,10.99,Cheese Only Pizza,Weasels of Waupaca,54981,WI
3061,108 E Union,Pizza Place,Accommodation & Food Services,Waupaca,US,44.357003999999996,-89.084218,7.49,7.49,Cheese Only Pizza,Weasels of Waupaca,54981,WI
3062,844 2nd Ave,"Italian Restaurant,Pizza Place",Accommodation & Food Services,New York,US,40.751754999999996,-73.970761,8.9,8.9,Pizza Regina,La Trattoria,10017,NY
3063,844 2nd Ave,"Italian Restaurant,Pizza Place",Accommodation & Food Services,New York,US,40.751754999999996,-73.970761,3.6,3.6,Pizza Pane,La Trattoria,10017,NY
3064,844 2nd Ave,"Italian Restaurant,Pizza Place",Accommodation & Food Services,New York,US,40.751754999999996,-73.970761,9.8,9.8,Pizza Spinaci,La Trattoria,10017,NY
3065,844 2nd Ave,"Italian Restaurant,Pizza Place",Accommodation & Food Services,New York,US,40.751754999999996,-73.970761,11.2,11.2,Pizza Parma,La Trattoria,10017,NY
3066,844 2nd Ave,"Italian Restaurant,Pizza Place",Accommodation & Food Services,New York,US,40.751754999999996,-73.970761,11.5,11.5,Pizza Gamberini,La Trattoria,10017,NY
3067,5859 Ridge Rd,"Pizza,Take Out Restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Cleveland,US,41.4033,-81.7344,5.0,5.0,Small Dessert Pizza,P Jay's Pizza,44129,OH
3068,5859 Ridge Rd,"Pizza,Take Out Restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Cleveland,US,41.4033,-81.7344,16.99,9.99,Chicken Parmesan Pizza,P Jay's Pizza,44129,OH
3069,345 S 8th St,"Pizza,Pizza Restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Boise,US,43.6138,-116.2055,3.5,3.5,Friday Night Is Clam Pizza Night,Proto's Pizza,83702,ID
